title,content,category,sub_category
Nội dung khen thưởng,"Tập thể, cá nhân SV có thành tích tiêu biểu trong năm học, khóa học hoặc lập được thành tích đặc biệt xuất sắc được Hiệu trưởng tặng giấy khen và thưởng về mặt vật chất (bằng tiền hoặc hiện vật). Việc khen thưởng được thực hiện thường xuyên, kịp thời, toàn diện đối với tập thể, cá nhân SV đạt thành tích xứng đáng và được tiến hành vào cuối năm học, khóa học.
Trích Quyết định số 2815/QĐ-ĐHSPKT ngày 13/09/2022 về việc ban hành quy chế Quy định về công tác thi đua khen thưởng và kỷ luật đối với sinh viên hệ chính quy tại Trường",CHÍNH SÁCH KHEN THƯỞNG SINH VIÊN,"Nội dung, tiêu chuẩn, hình thức và nguyên tắc khen thưởng sinh viên"
Tiêu chuẩn khen thưởng,"Đạt danh hiệu thi đua được quy định tại Quyết định 2815/QĐ-ĐHSPKT;
Đạt thành tích Thủ khoa trong kỳ thi hoặc xét tuyển sinh đầu vào;
Đạt giải trong các cuộc thi Olympic các môn học, nghiên cứu khoa học, các cuộc thi sáng tạo kỹ thuật, học thuật, văn hóa, văn nghệ, thể thao cấp tỉnh, thành, quốc gia, quốc tế;
Đóng góp có hiệu quả trong công tác xây dựng Trường, Đảng, Đoàn thanh niên, Hội SV, trong các hoạt động xã hội, SV tình nguyện, giữ gìn an ninh trật tự, các hoạt động của khoa, ký túc xá, ngoại trú, …
Các thành tích đặc biệt khác theo quyết định của Hiệu trưởng.
Trích Quyết định số 2815/QĐ-ĐHSPKT ngày 13/09/2022 về việc ban hành quy chế Quy định về công tác thi đua khen thưởng và kỷ luật đối với sinh viên hệ chính quy tại Trường",CHÍNH SÁCH KHEN THƯỞNG SINH VIÊN,"Nội dung, tiêu chuẩn, hình thức và nguyên tắc khen thưởng sinh viên"
Hình thức khen thưởng,"Căn cứ vào nội dung và tiêu chuẩn khen thưởng, tùy vào thành tích của tập thể, cá nhân SV đạt được, Hội đồng xét khen thưởng và kỷ luật SV sẽ xem xét và tham mưu Hiệu trường khen thưởng với các hình thức sau:
Tặng Giấy khen của Hiệu trưởng;
Tặng Giấy khen kèm phần thưởng của Hiệu trưởng (hiện kim hoặc hiện vật).
Trích Quyết định số 2815/QĐ-ĐHSPKT ngày 13/09/2022 về việc ban hành quy chế Quy định về công tác thi đua khen thưởng và kỷ luật đối với sinh viên hệ chính quy tại Trường",CHÍNH SÁCH KHEN THƯỞNG SINH VIÊN,"Nội dung, tiêu chuẩn, hình thức và nguyên tắc khen thưởng sinh viên"
Nguyên tắc khen thưởng,"Việc xét khen thưởng được tiến hành khi tổng kết năm học, xét tốt nghiệp, tổng kết các cuộc vận động, thi đua theo chuyên đề hoặc khi phát hiện gương người tốt, việc tốt, SV đạt kết quả xuất sắc, đặc biệt do các cơ quan, tổ chức trong và ngoài Trường công nhận.
Nghiêm cấm việc dùng kinh phí trích từ Quỹ khen thưởng của Nhà trường để thưởng trùng lặp cho cá nhân SV, tập thể lớp SV có cùng một thành tích xét khen thưởng.
Việc xét khen thưởng chỉ xét đối với sinh viên có điểm trung bình chung năm học hoặc toàn khóa học từ 8.0 trở lên (theo thang điểm 10); Điểm trung bình rèn luyện năm học hoặc toàn khóa học từ 80 trở lên (theo thang điểm 100); 
Không xét danh hiệu thi đua năm học đối với SV học kéo dài, SV bị kỷ luật từ Khiển trách trở lên hoặc có điểm tổng kết học phần lần thứ nhất trong năm học đó dưới 5.0 (thang điểm 10); Không xét danh hiệu thi đua trong toàn khóa học đối với SV bị kỷ luật từ Khiển trách trở lên trong toàn khóa học hoặc tốt nghiệp sau thời gian khóa học thiết kế.
Trích Quyết định số 2815/QĐ-ĐHSPKT ngày 13/09/2022 về việc ban hành quy chế Quy định về công tác thi đua khen thưởng và kỷ luật đối với sinh viên hệ chính quy tại Trường",CHÍNH SÁCH KHEN THƯỞNG SINH VIÊN,"Nội dung, tiêu chuẩn, hình thức và nguyên tắc khen thưởng sinh viên"
Danh hiệu thi đua dành cho cá nhân SV,"Danh hiệu sinh viên Giỏi: khen thưởng cho SV có xếp loại học tập trong năm học đạt từ Giỏi trở lên (từ 8,0 trở lên), xếp loại rèn luyện từ Tốt trở lên (từ 80 trở lên) và phải tích lũy tối thiểu 30 tín chỉ trong một năm học.
Danh hiệu sinh viên Xuất sắc: khen thưởng cho SV có xếp loại học tập trong năm học đạt xếp loại Xuất sắc (từ 9,0 trở lên), xếp loại rèn luyện đạt Xuất sắc (từ 90 trở lên) và phải tích lũy tối thiểu 30 tín chỉ trong một năm học.
Hình thức khen và mức thưởng: 
SV đạt danh hiệu thi đua cá nhân trong năm học đăng ký nhận Giấy khen của Hiệu trưởng tại văn phòng khoa và được cấp giấy khen theo nguyện vọng.
Nhà trường tặng giấy khen kèm tiền thưởng cho các SV có thành tích cao nhất với mức thưởng như sau:
Thưởng 1.000.000đ/SV đạt danh hiệu thi đua và có kết quả học tập và rèn luyện đứng thứ nhất của ngành-khóa-khoa.
Thưởng 900.000đ/SV đạt danh hiệu thi đua và có kết quả học tập và rèn luyện đứng thứ nhì của ngành-khóa-khoa.
Thưởng 800.000đ/SV đạt danh hiệu thi đua và có kết quả học tập và rèn luyện đứng thứ ba của ngành-khóa-khoa.
Trích Quyết định số 2815/QĐ-ĐHSPKT ngày 13/09/2022 về việc ban hành quy chế Quy định về công tác thi đua khen thưởng và kỷ luật đối với sinh viên hệ chính quy tại Trường",CHÍNH SÁCH KHEN THƯỞNG SINH VIÊN,Các danh hiệu thi đua năm học
Danh hiệu thi đua dành cho tập thể SV,"Danh hiệu Lớp SV Tiên tiến khen thưởng cho tập thể Lớp SV:
Có từ 20% trên tổng số SV của lớp đạt xếp loại học tập Khá trở lên; có cá nhân đạt danh hiệu SV Giỏi trở lên; không có cá nhân xếp loại học tập kém hoặc rèn luyện kém, bị kỷ luật từ mức cảnh cáo trở lên;
Tập thể đoàn kết, giúp đỡ lẫn nhau trong học tập, rèn luyện; tổ chức nhiều hoạt động thi đua và tích cực hưởng ứng phong trào thi đua của Trường; có SV tham gia nghiên cứu khoa học hoặc tham gia trong các kỳ thi từ cấp trường trở lên về chuyên môn, tay nghề, văn hóa, văn nghệ, thể dục thể thao.
Danh hiệu Lớp SV Xuất sắc khen thưởng cho tập thể Lớp SV đạt các tiêu chuẩn của Danh hiệu Lớp SV Tiên tiến và có từ 10% trên tổng số SV của lớp đạt danh hiệu SV Giỏi, có cá nhân đạt danh hiệu SV Xuất sắc.
Hình thức khen và mức thưởng:
Tập thể Lớp SV đạt danh hiệu thi đua trong năm học đăng ký nhận Giấy khen của Hiệu trưởng tại văn phòng khoa và được cấp giấy khen theo nguyện vọng của tập thể.
Nhà trường tặng giấy khen kèm tiền thưởng cho các tập thể Lớp SV đạt danh hiệu Tập thể Lớp SV Xuất sắc với mức thưởng 2.500.000đ/tập thể.
Trích Quyết định số 2815/QĐ-ĐHSPKT ngày 13/09/2022 về việc ban hành quy chế Quy định về công tác thi đua khen thưởng và kỷ luật đối với sinh viên hệ chính quy tại Trường",CHÍNH SÁCH KHEN THƯỞNG SINH VIÊN,Các danh hiệu thi đua năm học
Danh hiệu thi đua dành cho cá nhân SV khi xét tốt nghiệp,"Danh hiệu sinh viên Giỏi toàn khóa: khen thưởng cho SV tốt nghiệp đúng tiến độ và có xếp loại tốt nghiệp đạt từ Giỏi trở lên (từ 8,0 trở lên), xếp loại rèn luyện toàn khóa từ Tốt trở lên (từ 80 trở lên).
Danh hiệu sinh viên Xuất sắc toàn khóa: khen thưởng cho SV tốt nghiệp đúng tiến độ và có xếp loại tốt nghiệp đạt loại Xuất sắc (từ 9,0 trở lên), xếp loại rèn luyện toàn khóa đạt loại Xuất sắc (từ 90 trở lên).
Danh hiệu tốt nghiệp Thủ khoa ngành và khóa học khen thưởng cho SV đạt danh hiệu Giỏi hoặc Xuất sắc toàn khóa học và có điểm trung bình chung học tập và rèn luyện toàn khóa cao nhất ngành và khóa học.
Danh hiệu tốt nghiệp trước thời hạn khen thưởng cho SV đạt thành tích có thời gian tốt nghiệp trước thời gian khóa học thiết kế từ 01 học kỳ trở lên và đạt xếp loại tốt nghiệp từ Khá trở lên.
Danh hiệu SV có nhiều đóng góp cho phong trào chung của trường khen thưởng cho SV có xếp loại tốt nghiệp từ Khá trở lên, có xếp loại rèn luyện toàn khóa từ Tốt trở lên, có nhiều đóng góp cho phong trào chung của Nhà trường, Khoa/Viện, được Hội đồng thi đua khen thưởng cấp Khoa/Viện hoặc Ban Chấp hành Đoàn thanh niên và Hội Sinh viên trường đề xuất.
Hình thức khen và mức thưởng: 
SV đạt danh hiệu thi đua cá nhân trong toàn khóa đăng ký nhận Giấy khen của Hiệu trưởng tại văn phòng khoa và được cấp giấy khen theo nguyện vọng.
Nhà trường tặng giấy khen kèm tiền thưởng cho các SV có thành tích đạt danh hiệu thi đua toàn khóa học như sau:
Thưởng 1.000.000đ/SV đạt danh hiệu sinh viên Xuất sắc toàn khóa.
Thưởng 600.000đ/SV đạt danh hiệu sinh viên Giỏi toàn khóa.
Thưởng thêm 300.000đ/SV khi đạt danh hiệu tốt nghiệp Thủ khoa ngành và khóa học, hoặc có kết quả xét tốt nghiệp cao nhất ngành và khoá học.
Thưởng thêm 300.000đ/SV đạt danh hiệu tốt nghiệp trước thời hạn (xếp loại tốt nghiệp từ loại Giỏi trở lên).
Thưởng thêm 300.000đ/SV đạt danh hiệu SV tốt nghiệp có nhiều đóng góp cho phong trào chung của trường.
Trích Quyết định số 2815/QĐ-ĐHSPKT ngày 13/09/2022 về việc ban hành quy chế Quy định về công tác thi đua khen thưởng và kỷ luật đối với sinh viên hệ chính quy tại Trường",CHÍNH SÁCH KHEN THƯỞNG SINH VIÊN,Các danh hiệu thi đua toàn khóa học
Danh hiệu Thủ khoa tuyển sinh đại học,"khen thưởng cho SV trúng tuyển, nhập học có điểm thi tốt nghiệp THPT cao nhất trong kỳ thi tuyển sinh hoặc xét tuyển vào đại học hệ chính quy (không tính điểm ưu tiên, điểm thưởng).
Sinh viên đạt danh hiệu Thủ khoa tuyển sinh đại học được Nhà trường tặng giấy khen kèm tiền thưởng có giá trị 2.000.000đ/SV. 
Trích Quyết định số 2815/QĐ-ĐHSPKT ngày 13/09/2022 về việc ban hành quy chế Quy định về công tác thi đua khen thưởng và kỷ luật đối với sinh viên hệ chính quy tại Trường",CHÍNH SÁCH KHEN THƯỞNG SINH VIÊN,Các danh hiệu thi đua toàn khóa học
"Đối với các thành tích đạt giải các kỳ thi Olympic các môn học, thi nghiên cứu khoa học, các cuộc thi sáng tạo kỹ thuật, học thuật văn hóa, văn nghệ, thể thao…","Khi tập thể, cá nhân SV tham gia và đạt giải trong các cuộc thi Olympic các môn học, nghiên cứu khoa học, các cuộc thi sáng tạo kỹ thuật, học thuật, văn hóa, văn nghệ, thể thao… từ cấp Tỉnh/TP trở lên được Hiệu trưởng xem xét khen thưởng căn cứ theo đề xuất của đơn vị chủ trì hoạt động và tham mưu của Thường trực Hội đồng xét khen thưởng, kỷ luật sinh viên. 
Tập thể, cá nhân SV được Hiệu trường tặng giấy khen kèm tiền thưởng theo thành tích cụ thể như sau:
```markdown
| STT                                                                                                                                                                                                        | Nội dung                                                                                                                             | Mức thưởng<br>cá nhân (đồng/người) | Mức thưởng tập thể (đồng/tập thể) |
| ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------ | ---------------------------------- | --------------------------------- |
| Đạt giải các cuộc thi Olympic các môn học, thi nghiên cứu khoa học, các cuộc thi sáng tạo kỹ thuật, học thuật văn hóa, văn nghệ, thể thao...                                                               |
| 1                                                                                                                                                                                                          | Giải thưởng cấp Quốc gia/Quốc tế                                                                                                     |                                    |                                   |
| 1.1                                                                                                                                                                                                        | Giải nhất/ Huy chương vàng                                                                                                           | 2.000.000                          | 5.000.000                         |
| 1.2                                                                                                                                                                                                        | Giải nhì/ Huy chương bạc                                                                                                             | 1.500.000                          | 4.000.000                         |
| 1.3                                                                                                                                                                                                        | Giải ba/ Huy chương đồng                                                                                                             | 1.000.000                          | 3.000.00                          |
| 1.4                                                                                                                                                                                                        | Giải khuyến khích                                                                                                                    | 600.000                            | 2.000.000                         |
| 2                                                                                                                                                                                                          | Giải thưởng cấp Tỉnh/Thành phố/Bộ                                                                                                    |                                    |                                   |
| 2.1                                                                                                                                                                                                        | Giải nhất/ Huy chương vàng                                                                                                           | 1.500.000                          | 4.000.000                         |
| 2.2                                                                                                                                                                                                        | Giải nhì/ Huy chương bạc                                                                                                             | 1.000.000                          | 3.000.000                         |
| 2.3                                                                                                                                                                                                        | Giải ba/ Huy chương đồng                                                                                                             | 800.000                            | 2.000.000                         |
| 2.4                                                                                                                                                                                                        | Giải khuyến khích                                                                                                                    | 500.000                            | 1.000.000                         |
| 3                                                                                                                                                                                                          | Giải thưởng cấp Trường                                                                                                               |                                    |                                   |
| 3.1                                                                                                                                                                                                        | Giải nhất/ Huy chương vàng                                                                                                           | 1.000.000                          | 3.000.000                         |
| 3.2                                                                                                                                                                                                        | Giải nhì/ Huy chương bạc                                                                                                             | 800.000                            | 2.000.000                         |
| 3.3                                                                                                                                                                                                        | Giải ba/ Huy chương đồng                                                                                                             | 600.000                            | 1.500.000                         |
| 3.4                                                                                                                                                                                                        | Giải khuyến khích                                                                                                                    | 400.000                            | 1.000.000                         |
| 4                                                                                                                                                                                                          | Giải thưởng cấp Khoa (mức tối đa, tuỳ thuộc vào quy mô cuộc thi khoa quyết định mức chi và chi từ nguồn kinh phí hoạt động của Khoa) |
| 4.1                                                                                                                                                                                                        | Giải nhất/ Huy chương vàng                                                                                                           | 700.000                            | 2.000.000                         |
| 4.2                                                                                                                                                                                                        | Giải nhì/ Huy chương bạc                                                                                                             | 500.000                            | 1.500.000                         |
| 4.3                                                                                                                                                                                                        | Giải ba/ Huy chương đồng                                                                                                             | 300.000                            | 1.000.000                         |
| 4.4                                                                                                                                                                                                        | Giải khuyến khích                                                                                                                    | 200.000                            | 600.000                           |
| Đối với các đề tài NCKH được chọn tham gia giải thưởng SV NCKH toàn quốc và giải SV NCKH Eureka: Trường hỗ trợ thêm 1.500.000 để sửa báo cáo và tối đa 800.000 tiền in ấn hồ sơ (thanh toán theo chứng từ) |
| Thành tích khen thưởng các cấp                                                                                                                                                                             |
| 5                                                                                                                                                                                                          | Bằng khen cấp Trung ương hoặc tương đương                                                                                            | 2.000.000                          | 4.000.000                         |
| 6                                                                                                                                                                                                          | Giấy khen cấp Tỉnh/Thành hoặc tương đương                                                                                            | 1.000.000                          | 2.000.000                         |
| 7                                                                                                                                                                                                          | Giấy khen hiệu trưởng hoặc cấp huyện                                                                                                 | 500.000                            | 1.500.000                         |
```markdown
Các trường hợp đặc biệt do Hiệu trưởng quy định
Trích Quyết định số 2815/QĐ-ĐHSPKT ngày 13/09/2022 về việc ban hành quy chế Quy định về công tác thi đua khen thưởng và kỷ luật đối với sinh viên hệ chính quy tại Trường",CHÍNH SÁCH KHEN THƯỞNG SINH VIÊN,Các khen thưởng khác
Vi phạm quy định về học tập,"Trích Điều 12, Quyết định số 2815/QĐ-ĐHSPKT
SV vẫn còn môn học, chưa hoàn thành theo chương trình đào tạo nhưng không đăng ký môn học: Tuỳ theo mức độ, xử lý từ đình chỉ học tập học kỳ không đăng ký môn học đến xóa tên khỏi danh sách SV vì nghỉ học tự do.
Mất trật tự, làm việc riêng trong giờ học, giờ thực tập và tự học: Tuỳ theo mức độ, xử lý theo đề xuất của giảng viên và hội đồng kỷ luật khoa/viện.
Học thay hoặc nhờ người khác học thay: Tuỳ theo mức độ, xử lý từ đình chỉ học tập 01 năm đến buộc thôi học.
Vi phạm quy định sinh hoạt đầu năm học, đầu khóa học: Tuỳ theo mức độ, xử lý từ khiển trách đến cảnh cáo.
Gian lận, mua bán chỗ trong việc đăng ký môn học: Tuỳ theo mức độ, xử lý từ khiển trách đến buộc thôi học.
",QUY ĐỊNH VỀ KỶ LUẬT ĐỐI VỚI SINH VIÊN,Nội dung vi phạm và khung xử lý kỷ luật
"Vi phạm quy chế thi, kiểm tra","Trích Điều 12, Quyết định số 2815/QĐ-ĐHSPKT
Mang tài liệu vào phòng thi, đưa đề thi ra ngoài nhờ giải hộ, ném tài liệu vào phòng thi, vẽ bậy vào bài thi: Ngoài việc xử lý theo quy chế đào tạo; tuỳ theo mức độ, xử lý từ khiển trách đến buộc thôi học.
Thi, kiểm tra thay, hoặc nhờ thi, kiểm tra thay; làm thay, nhờ làm hoặc sao chép tiểu luận, đồ án môn học, khoá luận tốt nghiệp: Vi phạm lần 1, xử lý đình chỉ học tập 01 năm; tái phạm, xử lý buộc thôi học.
Tổ chức học, thi, kiểm tra thay; tổ chức làm thay tiểu luận, đồ án môn học, khoá luận tốt nghiệp: Xử lý buộc thôi học; nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo quy định của pháp luật.",QUY ĐỊNH VỀ KỶ LUẬT ĐỐI VỚI SINH VIÊN,Nội dung vi phạm và khung xử lý kỷ luật
"Vi phạm quy định về nếp sống văn minh, xây dựng môi trường sư phạm","Trích Điều 12, Quyết định số 2815/QĐ-ĐHSPKT
Không mang bảng tên hoặc trang phục không đúng quy định khi đến trường, từ 3 lần trở lên: Xử lý từ khiển trách đến cảnh cáo.
Hút thuốc lá trong khuôn viên Trường và nơi cấm hút thuốc theo quy định, từ 3 lần trở lên: Xử lý từ khiển trách đến cảnh cáo.
Uống rượu, bia trong giờ học; say rượu, bia khi đến trường: Vi phạm lần 1, xử lý khiển trách; vi phạm lần 2, xử lý cảnh cáo; vi phạm lần 3, xử lý đình chỉ học tập 01 năm; vi phạm lần 4, xử lý buộc thôi học.
Tổ chức uống rượu, bia trong giờ học gây mất trật tự trị an trong trường: Tuỳ theo mức độ, xử lý từ cảnh cáo đến buộc thôi học; nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Chơi cờ bạc dưới mọi hình thức: Vi phạm lần 1, xử lý khiển trách; vi phạm lần 2, xử lý cảnh cáo; vi phạm lần 3, xử lý đình chỉ học tập 01 năm; vi phạm lần 4, xử lý buộc thôi học.
Tổ chức đánh cờ bạc dưới mọi hình thức: Tuỳ theo mức độ, xử lý từ cảnh cáo đến buộc thôi học; nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Vô lễ với thầy, cô giáo và CBVC nhà trường: Tuỳ theo mức độ, xử lý từ khiển trách đến buộc thôi học.
",QUY ĐỊNH VỀ KỶ LUẬT ĐỐI VỚI SINH VIÊN,Nội dung vi phạm và khung xử lý kỷ luật
Vi phạm quy định đóng học phí,"Việc xử lý SV vi phạm quy định đóng học phí được tiến hành theo học kỳ.
SV không đóng học phí đợt I, hoặc đóng học phí đợt I nhưng đóng không đúng mức tối thiểu quy định, hay đóng học phí đợt 1 nhưng không đóng hoàn tất học phí đợt II của học kỳ theo quy định: Xử lý khiển trách. 
Không đóng học phí đợt I và đợt II của học kỳ: Xử lý cảnh cáo. 
Xóa tên khỏi danh sách SV đối với các trường hợp không đóng học phí, nghỉ học không phép từ một học kỳ trở lên.
SV được nhà trường cho phép gia hạn thời gian đóng học phí, hết thời gian gia hạn không đóng hoặc đóng không đầy đủ học phí: Tùy mức độ vi phạm bị xử lý từ khiển trách đến xóa tên khỏi danh sách SV.
Trích Điều 12, Quyết định số 2815/QĐ-ĐHSPKT
",QUY ĐỊNH VỀ KỶ LUẬT ĐỐI VỚI SINH VIÊN,Nội dung vi phạm và khung xử lý kỷ luật
Vi phạm quy định đóng Bảo hiểm y tế (BHYT),"SV nộp chậm hoặc không nộp bảo hiểm y tế theo quy định: Tùy mức độ vi phạm sẽ bị trừ điểm rèn luyện, xử lý từ khiển trách đến cảnh cáo. 
Danh sách SV vi phạm do đơn vị phụ trách về Bảo hiểm y tế đề xuất.
Trích Điều 12, Quyết định số 2815/QĐ-ĐHSPKT
",QUY ĐỊNH VỀ KỶ LUẬT ĐỐI VỚI SINH VIÊN,Nội dung vi phạm và khung xử lý kỷ luật
"Vi phạm quy định về phòng, chống các tai tệ nạn trong trường học","SV vi phạm các quy định về phòng, chống các tai tệ nạn trong trường học như: tổ chức hoặc thực hiện tàng trữ, lưu hành, truy cập, sử dụng sản phẩm văn hoá đồi trụy; tham gia các hoạt động mê tín dị đoan, hoạt động tôn giáo trái phép; hoạt động mại dâm hoặc chứa chấp, môi giới mại dâm; sử dụng ma tuý hoặc buôn bán, vận chuyển, tàng trữ, lôi kéo người khác sử dụng ma tuý; bạo lực học đường, hành động quấy rối, dâm ô, xâm phạm nhân phẩm, đời tư của người khác: Tuỳ theo mức độ, xử lý từ khiển trách đến buộc thôi học; nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Trích Điều 12, Quyết định số 2815/QĐ-ĐHSPKT
",QUY ĐỊNH VỀ KỶ LUẬT ĐỐI VỚI SINH VIÊN,Nội dung vi phạm và khung xử lý kỷ luật
"Vi phạm quy định về trật tự, trị an","Đánh nhau, tổ chức hoặc tham gia tổ chức đánh nhau: Vi phạm lần 1, xử lý cảnh cáo; vi phạm lần 2, xử lý đình chỉ học tập 01 năm; vi phạm lần 3, xử lý buộc thôi học; nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Đưa phần tử xấu vào trong trường, KTX gây ảnh hưởng xấu đến an ninh, trật tự trong nhà trường: Tuỳ theo mức độ, xử lý từ cảnh cáo đến buộc thôi học; nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Làm hư hỏng tài sản trong KTX và các tài sản khác của trường: Tuỳ theo mức độ xử lý từ khiển trách đến buộc thôi học và phải bồi thường thiệt hại.
Lấy cắp tài sản, chứa chấp, tiêu thụ tài sản do lấy cắp mà có: Tuỳ theo mức độ xử lý từ cảnh cáo đến buộc thôi học; nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Tham gia biểu tình, tụ tập đông người, khiếu kiện trái quy định của pháp luật: Vi phạm lần 1, Xử lý khiển trách; Vi phạm lần 2, xử lý cảnh cáo; vi phạm lần 3, xử lý đình chỉ học tập 01 năm; vi phạm lần 4, xử lý buộc thôi học.
Kích động, lôi kéo người khác biểu tình, viết truyền đơn, áp phích trái pháp luật: Vi phạm lần 1, xử lý đình chỉ học tập 01 năm; vi phạm lần 2, xử lý buộc thôi học; nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Chứa chấp buôn bán vũ khí, chất nổ, chất dễ cháy và các hàng cấm theo quy định của Nhà nước: xử lý buộc thôi học và giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Đăng tải, bình luận, chia sẽ bài viết, hình ảnh có nội dung dung tục, bạo lực, đồi trụy, xâm phạm an ninh quốc gia, chống phá Đảng và Nhà nước, xuyên tạc, vu khống, xúc phạm uy tín của tổ chức, danh dự và nhân phẩm của cá nhân trên mạng Internet: Tuỳ theo mức độ xử lý từ khiển trách đến buộc thôi học; nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Trích Điều 12, Quyết định số 2815/QĐ-ĐHSPKT
",QUY ĐỊNH VỀ KỶ LUẬT ĐỐI VỚI SINH VIÊN,Nội dung vi phạm và khung xử lý kỷ luật
Vi phạm quy định về an toàn giao thông,"SV vi phạm các quy định về an toàn giao thông, bị công an lập biên bản gửi về trường lần 1, xử lý khiển trách; lần 2 trở lên, xử lý cảnh cáo; trường hợp nghiêm trọng, xử lý buộc thôi học và giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Đua xe trái pháp luật: Tuỳ theo mức độ xử lý từ cảnh cáo đến buộc thôi học; nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Tổ chức hoặc tham gia tổ chức đua xe trái pháp luật: xử lý buộc thôi học và giao cho cơ quan chức năng xử lý theo quy định của pháp luật.
Trích Điều 12, Quyết định số 2815/QĐ-ĐHSPKT
",QUY ĐỊNH VỀ KỶ LUẬT ĐỐI VỚI SINH VIÊN,Nội dung vi phạm và khung xử lý kỷ luật
Các vi phạm khác ,"Tùy theo mức độ, nhà trường xem xét nhắc nhở, phê bình, trừ điểm rèn luyện hoặc xử lý kỷ luật từ khiển trách đến buộc thôi học.
Trích Điều 12, Quyết định số 2815/QĐ-ĐHSPKT
",QUY ĐỊNH VỀ KỶ LUẬT ĐỐI VỚI SINH VIÊN,Nội dung vi phạm và khung xử lý kỷ luật
Hình thức kỷ luật,"Trích Điều 11, Quyết định số 2815/QĐ-ĐHSPKT
2.1. Những SV có hành vi vi phạm thì tuỳ tính chất, mức độ, hậu quả của hành vi vi phạm có thể được nhắc nhở, phê bình, trừ điểm rèn luyện hoặc phải chịu một trong các hình thức kỷ luật sau:
Khiển trách: Áp dụng đối với SV có hành vi vi phạm lần đầu nhưng ở mức độ nhẹ;
Cảnh cáo: Áp dụng đối với SV đã bị khiển trách mà tái phạm hoặc vi phạm ở mức độ nhẹ nhưng hành vi vi phạm có tính chất thường xuyên hoặc mới vi phạm lần đầu nhưng mức độ tương đối nghiêm trọng.
Đình chỉ học tập có thời hạn: Áp dụng đối với những SV đang trong thời gian bị cảnh cáo mà vẫn vi phạm kỷ luật hoặc vi phạm nghiêm trọng các hành vi SV không được làm; SV bị xếp loại rèn luyện yếu, kém cả năm học; SV vi phạm pháp luật bị xử phạt tù nhưng cho hưởng án treo. Tùy theo trường hợp cụ thể, Hội đồng kỷ luật quyết định thời gian đình chỉ học tập theo các mức: đình chỉ một học kỳ, đình chỉ một năm học hoặc đình chỉ theo thời gian SV bị xử phạt tù nhưng cho hưởng án treo. 
Buộc thôi học: Áp dụng đối với SV đang trong thời gian bị đình chỉ học tập mà vẫn tiếp tục vi phạm kỷ luật hoặc vi phạm lần đầu nhưng có tính chất và mức độ vi phạm nghiêm trọng, gây ảnh hưởng xấu đến nhà trường và xã hội; vi phạm pháp luật bị xử phạt tù giam.
Xóa tên khỏi danh sách SV: Áp dụng đối với SV nghỉ học không phép hoặc quá phép từ một học kỳ trở lên; SV không đủ điều kiện đầu vào theo Quy chế tuyển sinh.
Hình thức kỷ luật của SV được ghi vào hồ sơ quản lý SV và thông báo cho gia đình SV. Trường hợp SV bị kỷ luật mức đình chỉ học tập có thời hạn và buộc thôi học, nhà trường gửi thông báo cho địa phương và gia đình SV biết để phối hợp quản lý, giáo dục.
SV bị kỷ luật ở học kỳ nào sẽ không được xét các học bổng có căn cứ kết quả học tập và rèn luyện ở học kỳ đó. SV bị kỷ luật ở năm học nào sẽ không được được xét khen thưởng năm học đó. SV bị kỷ luật trong khóa học sẽ không được xét khen thưởng tốt nghiệp toàn khóa. SV có ĐTBTL loại xuất sắc và giỏi sẽ bị giảm đi một mức nếu bị kỷ luật từ mức cảnh cáo trở lên trong thời gian học.
",QUY ĐỊNH VỀ KỶ LUẬT ĐỐI VỚI SINH VIÊN,
